"File name","process name","ressult process"
"1899_02_16_BCN_DB_M_26_004.jpg","(OCR)","[OK]"
"1899_02_16_BCN_DB_M_26_005.jpg","(OCR)","[ERROR]"
"1899_02_16_BCN_DB_M_26_006.jpg","(OCR)","[OK]"
"1899_02_16_BCN_DB_M_26_007.jpg","(OCR)","[OK]"
"1899_02_17_BCN_DB_M_33_000.jpg","(OCR)","[OK]"
"1899_02_17_BCN_DB_M_33_001.jpg","(OCR)","[OK]"
"1899_02_17_BCN_DB_M_33_002.jpg","(OCR)","[OK]"
"1899_02_17_BCN_DB_M_33_003.jpg","(OCR)","[OK]"
"1899_02_17_BCN_DB_T_05_000.jpg","(OCR)","[OK]"
"1899_02_17_BCN_DB_T_05_001.jpg","(OCR)","[OK]"
"1899_02_17_BCN_DB_T_05_002.jpg","(OCR)","[OK]"
"1899_02_18_BCN_DB_M_31_000.jpg","(OCR)","[OK]"
"1899_02_18_BCN_DB_M_31_001.jpg","(OCR)","[OK]"
"1899_02_18_BCN_DB_T_06_000.jpg","(OCR)","[OK]"
"1899_02_18_BCN_DB_T_06_001.jpg","(OCR)","[OK]"
"1899_02_18_BCN_DB_T_06_002.jpg","(OCR)","[OK]"
"1899_02_18_BCN_DB_T_06_003.jpg","(OCR)","[ERROR]"
"1899_02_18_BCN_DB_T_06_004.jpg","(OCR)","[OK]"
"1899_02_18_BCN_DB_T_06_005.jpg","(OCR)","[ERROR]"
"1899_02_18_BCN_DB_T_06_006.jpg","(OCR)","[OK]"
"1899_02_20_BCN_DB_T_04_000.jpg","(OCR)","[OK]"
"1899_02_20_BCN_DB_T_04_001.jpg","(OCR)","[OK]"
"1899_02_20_BCN_DB_T_04_002.jpg","(OCR)","[ERROR]"
"1899_02_20_BCN_DB_T_04_003.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_M_38_000.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_M_38_001.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_M_38_002.jpg","(OCR)","[OK]"
"1899_02_21_BCN_DB_M_39_000.jpg","(OCR)","[OK]"
